Smiles,Title
CCCCN1N=NN=C1C(N[C@H]1CCO[C@H](C2=CC=CC=N2)C1)C(C)(C)OC(C)C,m_281630____20796354____21621702____20772844
CC1(N2N=NN=C2C2(N[C@H]3CCO[C@H](C4=CC=CC=N4)C3)CCNC(=O)CC2)CC1,m_281630____20796354____21626284____20772840
CCN1N=NN=C1C1(N[C@H]2CCO[C@H](C3=CC=CC=N3)C2)CCC(CC(C)(C)C)C1,m_281630____20796354____27246132____20648542
CC/C=C/CCC(C)(N[C@H]1C[C@H](C2=CC(OC)=CC=C2)C1)C1=NN=NN1C1COC1,m_281630____20796364____21620804____25335388
COC(=O)CN1N=NN=C1C1(N[C@H]2C[C@H](C3=CC(OC)=CC=C3)C2)CC(C)(CO)C1,m_281630____20796364____21625090____28417840
COC1=CC=CC([C@H]2C[C@H](NC(C3=NN=NN3CCCF)C3CCCCCC3)C2)=C1,m_281630____20796364____21630074____25335380
C=CCN1N=NN=C1C1(N[C@H]2C[C@@H]2C2=CC(OC)=CC=C2)CCCN(C(C)(C)C)C1,m_281630____20796366____21619038____20772824
C=CCCCN1N=NN=C1C(N[C@H]1C[C@@H]1C1=CC(OC)=CC=C1)[C@H]1CC[C@H](C)CC1,m_281630____20796366____21622782____28417808
COC1=CC=CC([C@@H]2C[C@H]2NC(COC(C)(C)C)C2=NN=NN2C2CCOCC2)=C1,m_281630____20796366____21627044____25335412
COC1=CC=CC([C@@H]2C[C@H]2NC2(C3=NN=NN3CCCSC)CCC(CO)CC2)=C1,m_281630____20796366____27245878____20772948
CCC1=CC=C(F)C=C1C(NCCNC(=O)OC)C1=NN=NN1C1=CC=C(F)C=C1,m_281630____20796374____21618472____20772974
CCC1=C(C(NCCNC(=O)OC)C2=NN=NN2C2=CC=C(OC)C=C2)C(C)=NO1,m_281630____20796374____21620746____20773004
COC(=O)NCCNC1(C2=NN=NN2[C@@H]2CC[C@H](C(=O)OC)C2)COCC(C)(C)C1,m_281630____20796374____21623040____25335432
COC(=O)NCCNC1(C2=NN=NN2CC2CC2)CCOCC1CN1CCOCC1,m_281630____20796374____21625096____20772842
CCCN1N=NN=C1C(NCCNC(=O)OC)C1=C2SC(C(=O)OC)=CC2=CC=C1,m_281630____20796374____21627708____20772830
COC(=O)NCCNC1(C2=NN=NN2CC2CCOCC2)CC2(CC(C)(C#N)C2)C1,m_281630____20796374____25333950____20772982
COC(=O)C1=C(C(NC2CC(O)C23CCC3)C2=NN=NN2CC(C)(C)C)C=CN1C,m_281630____20796384____25333984____28417820
C=CCC(C)C(CC)(NC1CC(OC(C)(C)C)C12CCC2)C1=NN=NN1CCC#N,m_281630____20796386____27245936____27246250
CCO[C@@H]1COC[C@H]1NC1(C2=NN=NN2CC(C)(C)C)CCN(C2=CC=CC=C2)C1,m_281630____20796388____21618688____28417820
CCO[C@@H]1COC[C@H]1NC(C1=CC=C(OC(C)C)C=C1Cl)C1=NN=NN1CC(C)C,m_281630____20796388____21621152____27246246
CCO[C@@H]1COC[C@H]1NC(C1=NN=NN1CC(C)(C)C)C(C)(C)C1=CC=C(C)C=C1,m_281630____20796388____21624120____28417820
CCO[C@@H]1COC[C@H]1NC1(C2=NN=NN2C2CC(F)(F)C2)CCC2(CCOCC2)C1,m_281630____20796388____21626650____20772958
CCO[C@@H]1COC[C@H]1NC(C1=NN=NN1CC(C)C)C1=NC2=CC(Cl)=CC=C2N1C,m_281630____20796388____21629622____27246246
C=CCCCN1N=NN=C1C(N[C@H]1CCC[C@H]1CO)C1=CC2=CC(Br)=CN=C2C=C1,m_281630____20796392____21617526____28417808
O=C1NCCOC2=CC=C(C(N[C@H]3CCC[C@H]3CO)C3=NN=NN3CC(F)F)C=C12,m_281630____20796392____21619352____20772852
C=CCCN1N=NN=C1C(N[C@H]1CCC[C@H]1CO)C1=CC(C2=NN=C(C)O2)=CC=C1,m_281630____20796392____21621518____28417812
CC(C)CN1N=NN=C1C(N[C@H]1CCC[C@H]1CO)C1=CC=C(N(C)CCC#N)C=C1,m_281630____20796392____21623922____27246246
C=CCN1N=NN=C1C(N[C@H]1CCC[C@H]1CO)C1=CC(Cl)=CC=C1OC1CCCC1,m_281630____20796392____21627344____20772824
CC1=CC(OC(F)F)=C(C(N[C@H]2CCC[C@H]2CO)C2=NN=NN2CC(C)C)C=C1C,m_281630____20796392____21629038____27246246
CCOC(=O)CCCN1N=NN=C1C1(N[C@H]2CCC[C@H]2CO)CCC(C)(C(C)C)C1,m_281630____20796392____27246116____20773088
CCCN1C(C(NC2CC3(CC3)C2)C2=NN=NN2CC(C)(C)C)=NC2=CC=CC=C21,m_281630____20796394____21618572____28417820
C=CCCN1N=NN=C1C(NC1CC2(CC2)C1)[C@@H]1CCCN(C(=O)OC(C)(C)C)C1,m_281630____20796394____21620096____28417812
CCC1=CON=C1C(NC1CC2(CC2)C1)C1=NN=NN1C1=CC=C2OCCOC2=C1,m_281630____20796394____21622010____20773132
CCOC1=CC(C(NC2CC3(CC3)C2)C2=NN=NN2CC2=CC=CO2)=CC=C1OC,m_281630____20796394____21623832____25335414
C#CC1=C(F)C(C(NC2CC3(CC3)C2)C2=NN=NN2CC2=CC=C(F)C=C2)=CC=C1,m_281630____20796394____21625686____20773080
CN1[C@@H]2C[C@H](O)[C@H]1CC(NC1CC3(CC3)C1)(C1=NN=NN1CCN1CCOCC1)C2,m_281630____20796394____21627448____20773084
CCC1=CC=CC=C1N1N=NN=C1C(NC1CC2(CC2)C1)C1=CC=C(C(F)F)C=N1,m_281630____20796394____21628838____20772996
C[C@@H]1CC(NC2CC3(CC3)C2)(C2=NN=NN2C2(C)CC2)CCN1C(=O)OC(C)(C)C,m_281630____20796394____27245800____20772840
CCO[C@@H]1CCC[C@H]1NC(C1=CN(C)N=N1)C1=NN=NN1CC1=CC=C(OC)C=C1,m_281630____20796406____21617924____20773114
CCO[C@@H]1CCC[C@H]1NC(C1=CC(=O)N2C=CC=CC2=N1)C1=NN=NN1C1COC1,m_281630____20796406____21619638____25335388
CCO[C@@H]1CCC[C@H]1NC(C1=CC=C(N2C=CN=C2)C=C1)C1=NN=NN1CCC#N,m_281630____20796406____21622252____27246250
CCO[C@@H]1CCC[C@H]1NC(C1=NN=C(C(C)C)S1)C1=NN=NN1CC1=CC=CC=C1,m_281630____20796406____21624202____20772962
CCO[C@@H]1CCC[C@H]1NC(C1=CN=C(C2=C(C)C=CS2)S1)C1=NN=NN1C1CCC1,m_281630____20796406____21626446____20772836
CCO[C@@H]1CCC[C@H]1NC(C1=NN=NN1CC(C)C)[C@H](CC)NC(=O)OC(C)(C)C,m_281630____20796406____21629202____27246246
COCCCN1N=NN=C1C(N[C@H]1CCC[C@H]1NC(=O)OC(C)(C)C)[C@H]1CC1(C)C,m_281630____20796410____21549046____20772946
CN1N=NN=C1C(N[C@H]1CCC[C@H]1NC(=O)OC(C)(C)C)C1=C2OCCOC2=CS1,m_281630____20796410____21619114____20614580
CC(C)(C)OC(=O)N[C@H]1CCC[C@H]1NC(C1=NC=CS1)C1=NN=NN1C1CCCC1,m_281630____20796410____21622392____20772868
CCCN1N=NN=C1C(N[C@H]1CCC[C@H]1NC(=O)OC(C)(C)C)C1=CC(F)=CC=N1,m_281630____20796410____21624186____20772830
CCOC(=O)CCN1N=NN=C1C(N[C@H]1CCC[C@H]1NC(=O)OC(C)(C)C)C1CC1,m_281630____20796410____21628078____20772984
C=CCC(C)C(CC)(N[C@H]1CCC[C@H]1NC(=O)OC(C)(C)C)C1=NN=NN1CC=C,m_281630____20796410____27245936____20772824
CCO[C@@H]1CCCC[C@H]1NC(C1=NN=NN1CCN1CCOCC1)C1CCSCC1,m_281630____20796412____21619176____20773084
CCO[C@@H]1CCCC[C@H]1NC(C1=CC=C(C(F)(F)F)N=C1)C1=NN=NN1CC(C)C,m_281630____20796412____21622340____27246246
C=CCCN1N=NN=C1C(N[C@H]1CCCC[C@@H]1OCC)C1=CC=C2OCCOC2=N1,m_281630____20796412____21624212____28417812
C=CCCN1N=NN=C1C(N[C@H]1CCCC[C@@H]1OCC)C1=CC(F)=CC=C1N(C)C,m_281630____20796412____21627278____28417812
CCO[C@@H]1CCCC[C@H]1NC(C1=CN(CCF)N=C1)C1=NN=NN1C1CCOCC1,m_281630____20796412____21629348____25335412
C=CCCCN1N=NN=C1C(NCC1=NN=C2C=CC(C)=CN12)C1(C(F)F)CCC1,m_281630____20796418____21551078____28417808
CCC(C)(C)N1N=NN=C1C(C)(NCC1=NN=C2C=CC(C)=CN12)[C@H]1[C@@H]2COC[C@@H]21,m_281630____20796418____21620286____20772906
CC1=CN2C(CNC(C3=NNC(C(C)(C)C)=C3)C3=NN=NN3C(C)C)=NN=C2C=C1,m_281630____20796418____21623292____20772828
CCCN1N=NN=C1C(NCC1=NN=C2C=CC(C)=CN12)C1=CON=C1C(C)(C)C,m_281630____20796418____21625846____20772830
CC1=CN2C(CNC(C3=CN(C(F)F)N=C3)C3=NN=NN3CC(C)C)=NN=C2C=C1,m_281630____20796418____21629154____27246246
C#CC1(COC)CC(NCC2=NN=C3C=CC(C)=CN23)(C2=NN=NN2CC(C)C)C1,m_281630____20796418____27246170____27246246
CN1N=NC(CN2N=NN=C2C2(NC[C@H]3C[C@@H]3C3CC3)CCCN(C(C)(C)C)C2)=N1,m_281630____20796422____21619038____25335382
FC1=CC=C(C(NC[C@H]2C[C@@H]2C2CC2)C2=NN=NN2CC2=CC=CC=C2)C(F)=C1Cl,m_281630____20796422____21621098____20772962
C=CCCN1N=NN=C1C(NC[C@H]1C[C@@H]1C1CC1)C1=CC=C(N2CCOCC2)C=C1,m_281630____20796422____21623480____28417812
C1=CN=C2C=C(C(NC[C@H]3C[C@@H]3C3CC3)C3=NN=NN3C3CCCCCC3)SC2=C1,m_281630____20796422____21626360____20772980
CC(C)(C)C1=CC=C(C(NC[C@H]2C[C@@H]2C2CC2)C2=NN=NN2C2=CC=C(F)C=C2)S1,m_281630____20796422____21629346____20772974
COC1=CC(F)=CC(CC(C)NC(C)(C2=NN=NN2CC(C)(C)C)[C@@H]2CCCO2)=C1,m_281630____20796424____21618004____28417820
COC1=CC(F)=CC(CC(C)NC(C2=CNC(C(C)C)=N2)C2=NN=NN2C2CC2)=C1,m_281630____20796424____21624216____20772826
CCCN1N=NN=C1C1(NC(C)CC2=CC(OC)=CC(F)=C2)CCC(C)CC1OC,m_281630____20796424____27246106____20772830
CCOCCN1N=NN=C1C1(N[C@@H](C)C(=O)NC2=CC=CN=C2C)CCCC[C@@H]1F,m_281630____20796428____21618816____20772944
CCCN1N=NN=C1C(N[C@@H](C)C(=O)NC1=CC=CN=C1C)C1=C(F)C(F)=NC=C1,m_281630____20796428____21624222____20772830
CSCC1CC(N[C@@H](C)C(=O)NC2=CC=CN=C2C)(C2=NN=NN2C2CCOC2)C1,m_281630____20796428____27245982____20772870
CC(C)(C)CN1N=NN=C1C(N[C@@H]1CCCC[C@H]1F)C1=CC=CC=C1OCC1CC1,m_281630____20796430____21618608____28417820
CC(C)OC1=CC=C(CCC(N[C@@H]2CCCC[C@H]2F)C2=NN=NN2CCC#N)C=C1,m_281630____20796430____21620324____27246250
CC(C)N1N=NN=C1C(N[C@@H]1CCCC[C@H]1F)C1=CN(C(=O)OC(C)(C)C)CCO1,m_281630____20796430____21623064____20772828
C=CCCCN1N=NN=C1C(N[C@@H]1CCCC[C@H]1F)C1=NC2=CC=C(C)C=C2C=C1,m_281630____20796430____21625298____28417808
FC1=CC=C(F)C(C(N[C@@H]2CCCC[C@H]2F)C2=NN=NN2C2=CC=CC=C2Cl)=C1F,m_281630____20796430____21628138____20772988
FC1=CC=C(N2N=NN=C2C2(N[C@@H]3CCCC[C@H]3F)CCC3(CCOC3)CC2)C=C1,m_281630____20796430____27245764____20772974
CCC(C)(C)N1N=NN=C1C(N[C@H]1CC[C@@H](C2=CC=CC=C2)C1)C(C)(C)CN(C)C,m_281630____20796436____21618086____20772906
CCCN1N=NN=C1C(N[C@H]1CC[C@@H](C2=CC=CC=C2)C1)C1=CC=C(CC)C=C1F,m_281630____20796436____21621428____20772830
C=CCCN1N=NN=C1C(N[C@H]1CC[C@@H](C2=CC=CC=C2)C1)C1CC2(C1)OCCO2,m_281630____20796436____21625112____28417812
C=CCCN1N=NN=C1C(N[C@H]1CC[C@@H](C2=CC=CC=C2)C1)C1=CN(CCC)N=N1,m_281630____20796436____21629388____28417812
FC1(F)CC(NC2CCC(C3=CC(Cl)=CC=C3)C2)(C2=NN=NN2CC2=CC=CS2)C1,m_281630____20796440____21626348____25335384
CC(C)(C)CN1N=NN=C1C(NCC1=NN2C=CC=NC2=N1)C1=CC=NC(Cl)=C1F,m_281630____20796448____21619500____28417820
C=CCC1(C(NCC2=NN3C=CC=NC3=N2)C2=NN=NN2CCC#N)CCCCC1,m_281630____20796448____21624232____27246250
CC(C)(C)CN1N=NN=C1C(NCC1=NN2C=CC=NC2=N1)C1=C(F)C(F)=CC=C1,m_281630____20796448____21628448____28417820
CCOCCN1N=NN=C1C(NCCC1=CC=C2COCC2=C1)C1=CC=NC(Cl)=C1,m_281630____20796450____21617386____20772944
COC1CC(C(NCCC2=CC=C3COCC3=C2)C2=NN=NN2C2CC(F)(F)C2)C1,m_281630____20796450____21619694____20772958
CC1N(C)CCC1(NCCC1=CC=C2COCC2=C1)C1=NN=NN1CC1=CC=CO1,m_281630____20796450____21622634____25335414
CCC1(C(NCCC2=CC=C3COCC3=C2)C2=NN=NN2C(C)(C)C)CCCCC1,m_281630____20796450____21625176____20772848
CCCCN1N=NN=C1C(NCCC1=CC=C2COCC2=C1)C1=C(F)C(C)=CC=C1,m_281630____20796450____21628350____20772844
CC1(C)OCCC(NCCC2=CC=C3COCC3=C2)(C2=NN=NN2C2CCC2)CO1,m_281630____20796450____27246102____20772836
C#CC1=CC=CC=C1C(NCC(C)(C)C1=CCCC1)C1=NN=NN1CC1CCOC1,m_281630____20796456____21619212____20772950
CC(C)(CNC1(C2=NN=NN2CC2CCCO2)CC(CS(N)(=O)=O)C1)C1=CCCC1,m_281630____20796456____21621658____20772952
CC(C)(CNC(C1=CC=CN=C1C(F)(F)F)C1=NN=NN1C1COC1)C1=CCCC1,m_281630____20796456____21624068____25335388
COC1=CC=C(C(NCC(C)(C)C2=CCCC2)C2=NN=NN2CCC#N)N=C1OC,m_281630____20796456____21626212____27246250
CCOCCN1N=NN=C1C1(NCC(C)(C)C2=CCCC2)CCCN2CCCCC21,m_281630____20796456____21629196____20772944
COCCCN1N=NN=C1C1(NCC(C)(C)C2=CCCC2)CC2(CCNC(=O)C2)C1,m_281630____20796456____27246194____20772946
C=CCCCN1N=NN=C1C(N[C@H]1C[C@H](OC(C)(C)C)C1)C1=CN2C=CC=CC2=N1,m_281630____20796460____21618614____28417808
C=CCCCN1N=NN=C1C(N[C@H]1C[C@H](OC(C)(C)C)C1)C1=CC(C)=C(Cl)C(C)=C1,m_281630____20796460____21619816____28417808
CC[C@H]1C[C@@H]1C(N[C@H]1C[C@H](OC(C)(C)C)C1)C1=NN=NN1CC1=CC(OC)=CC=C1,m_281630____20796460____21621872____25335402
C=CCCN1N=NN=C1C(N[C@H]1C[C@H](OC(C)(C)C)C1)C1=C(C(F)(F)F)N=C(C)S1,m_281630____20796460____21623328____28417812
CCOCCN1N=NN=C1C(N[C@H]1C[C@H](OC(C)(C)C)C1)C1=C(C)C(OC)=CC=N1,m_281630____20796460____21625326____20772944
CC(C)(C)O[C@H]1C[C@H](NC(C2=NC=CN2C2CC2)C2=NN=NN2CC2CCOC2)C1,m_281630____20796460____21627588____20772950
C=CCCCC(N[C@H]1C[C@H](OC(C)(C)C)C1)C1=NN=NN1C1=CC=C2CCCC2=C1,m_281630____20796460____21629234____20773104
CC(C)CC1(C)CCC(N[C@H]2C[C@H](OC(C)(C)C)C2)(C2=NN=NN2CCC2CC2)C1,m_281630____20796460____27246108____25335386
CCC1=CC=C(C(NCC2(C)CCC(=O)N2)C2=NN=NN2CCC2CC2)C(OC)=C1,m_281630____20796464____21618774____25335386
CC1(CNC2(C3=NN=NN3C3=CC=C(F)C=C3)CCC3(CC2)CSC3)CCC(=O)N1,m_281630____20796464____21620910____20772974
CC1(CNC(C2=NN=NN2C2CCCCC2)C2=NC=C3C=CC=CN23)CCC(=O)N1,m_281630____20796464____21623250____20648564
CC(C)CN1N=NN=C1C(NCC1(C)CCC(=O)N1)C1=C2N=CC=CC2=CC(F)=C1,m_281630____20796464____21624992____27246246
CC1=CC(C)=C(N2N=NN=C2C(NCC2(C)CCC(=O)N2)C2=NN=CN2C)C(C)=C1,m_281630____20796464____21627648____20773108
CCC1=CC=CC=C1N1N=NN=C1C(NCC1(C)CCC(=O)N1)C1=CC(C#N)=CS1,m_281630____20796464____21629242____20772996
CCC1=CC=CC(C)=C1N1N=NN=C1C1(NCC2(C)CCC(=O)N2)CC(C)(OC)C1,m_281630____20796464____27246118____20773106
CSCCN1N=NN=C1C(N[C@H]1CCO[C@H](C2=CC=CS2)C1)C1=CN=C(C2CC2)O1,m_281630____20796468____21618182____20772866
CC(C)(C(N[C@H]1CCO[C@H](C2=CC=CS2)C1)C1=NN=NN1C1CC1)N1CCOCC1,m_281630____20796468____21619250____20772826
C=CCN1N=NN=C1C(N[C@H]1CCO[C@H](C2=CC=CS2)C1)C1=C(F)C=C(F)C(F)=C1,m_281630____20796468____21620534____20772824
CCCCCCN1N=NN=C1C(N[C@H]1CCO[C@H](C2=CC=CS2)C1)C1=CN=CN=C1,m_281630____20796468____21622422____20772954
CC(CN1CCOCC1)(N[C@H]1CCO[C@H](C2=CC=CS2)C1)C1=NN=NN1C1(C)CC1,m_281630____20796468____21623264____20772840
C=C(C)CN1N=NN=C1C(N[C@H]1CCO[C@H](C2=CC=CS2)C1)C1=NC=CC=C1CC,m_281630____20796468____21624036____20614582
CN(C)C(=O)C1=CC=C(C(N[C@H]2CCO[C@H](C3=CC=CS3)C2)C2=NN=NN2C)C=C1,m_281630____20796468____21625304____20614580
CCCN1N=NN=C1C(CCC1=CC(F)=CC=C1)N[C@H]1CCO[C@H](C2=CC=CS2)C1,m_281630____20796468____21626482____20772830
CN1N=NN=C1C(N[C@H]1CCO[C@H](C2=CC=CS2)C1)C1=CC=C(OC(F)(F)F)C=C1,m_281630____20796468____21628120____20614580
CC(C)(C)N1N=NN=C1C(N[C@H]1CCO[C@H](C2=CC=CS2)C1)C1=CC=CN1C(F)F,m_281630____20796468____21629420____20772848
C=CCCCN1N=NN=C1C1(N[C@H]2CCO[C@H](C3=CC=CS3)C2)CC([Si](C)(C)C)C1,m_281630____20796468____27246078____28417808
CCC1=CSC(C(C)NC(C2=CC([N+](=O)[O-])=CC=C2C)C2=NN=NN2C2CCC2)=N1,m_281630____20796470____21619468____20772836
CCC1=CSC(C(C)NC(C2=NC=CC=C2C(F)(F)F)C2=NN=NN2C2COC2)=N1,m_281630____20796470____21623238____25335388
CCC1=CSC(C(C)NC(C2=CN(CC(F)F)N=C2C)C2=NN=NN2CC(C)C)=N1,m_281630____20796470____21625426____27246246
CCC1=CSC(C(C)NC(C2=CC=C(N(C)CC)N=C2)C2=NN=NN2CC(C)C)=N1,m_281630____20796470____21629174____27246246
C=CCCCN1N=NN=C1C(N[C@H](C)C1=CN=CC(F)=C1)C1=CC(OC)=CC(=O)O1,m_281630____20796472____21617456____28417808
C[C@@H](NC(C1=CC=NC(Cl)=C1F)C1=NN=NN1CC1=CC=CO1)C1=CN=CC(F)=C1,m_281630____20796472____21619500____25335414
C=CCCN1N=NN=C1C(N[C@H](C)C1=CN=CC(F)=C1)C1=CC=C(CC(C)C)C=C1,m_281630____20796472____21622338____28417812
CCOC1=CN=CC(C(N[C@H](C)C2=CN=CC(F)=C2)C2=NN=NN2CC(=O)OC)=C1,m_281630____20796472____21624056____28417840
C[C@@H](NC(C1=CC=C(CC2CC2)C=C1)C1=NN=NN1CCC#N)C1=CN=CC(F)=C1,m_281630____20796472____21626424____27246250
C[C@@H](NC(C1=CC=CN(C)C1=O)C1=NN=NN1CC1=CC=CO1)C1=CN=CC(F)=C1,m_281630____20796472____21629138____25335414
CCC(C)(C)N1N=NN=C1C1(N[C@H](C)C2=CN=CC(F)=C2)CCC2(CC1)CC2C#N,m_281630____20796472____27246188____20772906
COC1=CC=CC(N2N=NN=C2C(N[C@H]2C[C@@H](OC(C)C)C2)C2=C(Cl)N(C)C=N2)=C1,m_281630____20796476____21618924____20773074
CC(C)O[C@H]1C[C@@H](NC(C2=CSC(C(C)(C)C)=C2)C2=NN=NN2C2CCOCC2)C1,m_281630____20796476____21620778____25335412
COC(=O)[C@H]1CC[C@@H](N2N=NN=C2C(C)(N[C@H]2C[C@@H](OC(C)C)C2)C2CCCO2)C1,m_281630____20796476____21622588____25335432
CC(C)O[C@H]1C[C@@H](NC(C2=CC=NC(C(C)C)=C2)C2=NN=NN2CC2=CC=CS2)C1,m_281630____20796476____21624148____25335384
CC(C)O[C@H]1C[C@@H](NC(C2=NO[C@@H]3[C@H]4CC[C@H](C4)[C@H]23)C2=NN=NN2CC(C)(C)C)C1,m_281630____20796476____21626126____28417820
CC(C)O[C@H]1C[C@@H](NC(C2=CC3=CC=CC=C3N=C2O)C2=NN=NN2C2(C)CC2)C1,m_281630____20796476____21628560____20772840
COC(=O)C(C)N1N=NN=C1C(C)(N[C@H]1C[C@@H](OC(C)C)C1)C(C)C1CCCCC1,m_281630____20796476____27245762____20772956
COC1=CC=C(N2N=NN=C2C(NC2(CF)CCC2)C2=CC=CC(Cl)=C2OC)C=C1,m_281630____20796478____21617730____20773004
COC(=O)CN1N=NN=C1C(NC1(CF)CCC1)C1=NC2=C(F)C(F)=CC=C2C=C1,m_281630____20796478____21619386____28417840
CN(CCC(C)(NC1(CF)CCC1)C1=NN=NN1CC(C)(C)C)C(=O)OC(C)(C)C,m_281630____20796478____21621220____28417820
COC1=CC=C(CN2N=NN=C2C(NC2(CF)CCC2)C2=CC=C(C)C=C2Br)C=C1,m_281630____20796478____21622820____20773114
CCC1=CC=C(C(NC2(CF)CCC2)C2=NN=NN2C2=C(C)C=CC=C2C)C=C1F,m_281630____20796478____21624620____20773002
CC1=C(Cl)C=CC=C1N1N=NN=C1C(NC1(CF)CCC1)C1=CC2=NC=CC=C2S1,m_281630____20796478____21626360____20773096
CC(C)(C)C(=O)N1CCC(NC2(CF)CCC2)(C2=NN=NN2C2=CC=CC=C2)CC1,m_281630____20796478____21628356____20648558
COC(=O)CN1N=NN=C1C(NC1(CF)CCC1)C(C)(C)CC1CCC(F)(F)CC1,m_281630____20796478____25334242____28417840
CCNS(=O)(=O)C1=CC=CC(CNC2(C3=NN=NN3CC(C)C)CCCC2OC)=C1,m_281630____20796486____21619462____27246246
CCCN1N=NN=C1C1(NC2CC2(C)C(C)C)CCN(C2=CC(OC)=CC=C2)CC1,m_281630____20796488____21617814____20772830
CC(C)NS(=O)(=O)C1=CC=CC(CNC2(C3=NN=NN3CCCF)COCC2C)=C1,m_281630____20796490____21618842____25335380
C=CCCN1N=NN=C1C1(N[C@H]2C[C@@H]2C(C)C)CCC(C#N)(C2=CC=NC=C2)CC1,m_281630____20796492____21618352____28417812
CC1=C(Cl)C=CC=C1N1N=NN=C1C(N[C@H]1C[C@@H]1C(C)C)C1=C(C(C)(C)C)OC=N1,m_281630____20796492____21620792____20773096
CC1=NC(C(N[C@H]2C[C@@H]2C(C)C)C2=NN=NN2CCC2(C)CC2)=CC=C1OC(F)F,m_281630____20796492____21623704____25335392
CC(C)[C@@H]1C[C@H]1NC1(C2=NN=NN2CCC2(C)CC2)CCC2(CCC(CBr)O2)CC1,m_281630____20796492____21626174____25335392
CC1=C(Cl)C=CC=C1N1N=NN=C1C(N[C@H]1C[C@@H]1C(C)C)C1=CC(F)=C(F)C(F)=C1,m_281630____20796492____21628694____20773096
C=CCCN1N=NN=C1C1(N[C@H]2C[C@@H]2C(C)C)CCN(C(=O)OC(C)(C)C)[C@H](C)C1,m_281630____20796492____27245800____28417812
CC[C@@H]1OCC[C@H]1NC1(C2=NN=NN2CC(C)(C)C)CC(C2=CC=C(OC)C=C2)C1,m_281630____20796494____21618538____28417820
CC[C@@H]1OCC[C@H]1NC(C1=C(C)C=C(C)N=C1OC)C1=NN=NN1CCC1(C)CC1,m_281630____20796494____21620646____25335392
CC[C@@H]1OCC[C@H]1NC1(C2=NN=NN2C2CCC2)C[C@@H](C)N(C(=O)OC(C)(C)C)C1,m_281630____20796494____21622930____20772836
CC[C@@H]1OCC[C@H]1NC1(C2=NN=NN2C)CCC2(CC1)CN(C(=O)OC(C)(C)C)C2,m_281630____20796494____21624852____20614580
CC[C@@H]1OCC[C@H]1NC1(C2=NN=NN2CCCSC)CCN(CC2=CC=CC=C2)C1,m_281630____20796494____21627824____20772948
CC[C@@H]1OCC[C@H]1NC1(C2=NN=NN2CCOCC2=CC=CC=C2)CC(C(N)=O)C1,m_281630____20796494____21629830____20773134
CC[C@@H]1OCC[C@H]1NC1(C2=NN=NN2CC)C[C@H](C)N(CC2=CC=CC=C2)[C@@H](C)C1,m_281630____20796494____27246204____20648542
COC1=CC=C(C)C=C1[C@@H](C)NC1(C2=NN=NN2C2CCC2)CC(OC(C)(C)C)C1,m_281630____20796498____21617392____20772836
COC1=CC=C(C)C=C1[C@@H](C)NC1(C2=NN=NN2CC2=CC=CO2)CCCC[C@@H]1F,m_281630____20796498____21618816____25335414
COC1=CC=C(C)C=C1[C@@H](C)NC(C1=NC(C)=CN1C)C1=NN=NN1CCC1CC1,m_281630____20796498____21619738____25335386
CCC(C)(C)N1N=NN=C1C1(N[C@H](C)C2=CC(C)=CC=C2OC)CCOC(C)(C)C1,m_281630____20796498____21621076____20772906
COC1=CC=C(C)C=C1[C@@H](C)NC(C1=NN=NN1C1CC(F)(F)C1)C1(C(C)C)CC1,m_281630____20796498____21622674____20772958
COCCCN1N=NN=C1C1(N[C@H](C)C2=CC(C)=CC=C2OC)CCCCCCC1,m_281630____20796498____21623518____20772946
COC1=CC=C(C)C=C1[C@@H](C)NC(C1=NC(C2CCC2)=NO1)C1=NN=NN1C(C)C,m_281630____20796498____21624556____20772828
CCN1N=C(C2CC2)C=C1C(N[C@H](C)C1=CC(C)=CC=C1OC)C1=NN=NN1CC,m_281630____20796498____21626064____20648542
CCC1=NNC=C1C(N[C@H](C)C1=CC(C)=CC=C1OC)C1=NN=NN1CCC1CC1,m_281630____20796498____21627484____25335386
COC1=CC=C(C)C=C1[C@@H](C)NC(C1=NC(C)=CC=C1)C1=NN=NN1C1CCCC1,m_281630____20796498____21628676____20772868
COC1=CC=C(C)C=C1[C@@H](C)NC(C)(CCC(C)(C)O)C1=NN=NN1CC(C)(C)C,m_281630____20796498____21629470____28417820
COC1=CC=C(C)C=C1[C@@H](C)NC1(C2=NN=NN2CCC2CC2)CCC(CO)CC1,m_281630____20796498____27245878____25335386
COC1=CC=C(C)C=C1[C@H](C)NC1(C2=NN=NN2CC2CCOCC2)CCCSC1,m_281630____20796500____21617898____20772982
COC1=CC=C(C)C=C1[C@H](C)NC1(C2=NN=NN2CCCSC)CC[C@H]2CO[C@@H]1O2,m_281630____20796500____21618986____20772948
COC1=CC=C(C)C=C1[C@H](C)NC(C1=C(C)OC=N1)C1=NN=NN1C1CCCCC1,m_281630____20796500____21619746____20648564
COC(=O)C1=CSC(C(N[C@@H](C)C2=CC(C)=CC=C2OC)C2=NN=NN2C2CC2)=C1,m_281630____20796500____21621054____20772826
C#CC1=CC=C(C(N[C@@H](C)C2=CC(C)=CC=C2OC)C2=NN=NN2CC=C)C(F)=C1,m_281630____20796500____21622810____20772824
COC1=CC=C(C)C=C1[C@H](C)NC(C1=NC=CN1C1=CC=CC=C1)C1=NN=NN1C,m_281630____20796500____21623678____20614580
