Smiles,Title
C=CCCCN1N=NN=C1C(NCC1=CC=C2N=CN(C(C)C)C2=C1)C1=NC=CS1,m_281630____20794670____21622392____28417808
CCC1CCCC1(NCC1=CC=C2N=CN(C(C)C)C2=C1)C1=NN=NN1CCCF,m_281630____20794670____27245864____25335380
COC1=CC=C(N2N=NN=C2C2(NCCC3=CC=NS3)CCC[C@@H](C)C2)C(OC)=C1,m_281630____20794680____21618730____20773138
COC(=O)CN1N=NN=C1C(NCCC1=CC=NS1)C1=CC=CC(CC2CCC2)=C1,m_281630____20794680____21620872____28417840
CC1=CC=C(C)C(C(NCCC2=CC=NS2)C2=NN=NN2C2=C(C)C=CC=C2C)=C1,m_281630____20794680____21623420____20773002
COC(=O)[C@H](CC(C)C)N1N=NN=C1C(NCCC1=CC=NS1)C1=C(C)OC(C)=C1,m_281630____20794680____21625494____20773128
CC1=NOC(C2=CC=CC=C2)=C1C(NCCC1=CC=NS1)C1=NN=NN1CCCF,m_281630____20794680____21628342____25335380
CCC1(C)CC(NCCC2=CC=NS2)(C2=NN=NN2C2=C(C)C=CC=C2C)CCO1,m_281630____20794680____27245880____20773002
COC1(CC(C)(NCC2CCC(C)(C)CO2)C2=NN=NN2C2CC(F)(F)C2)CCC1,m_281630____20794682____21618806____20772958
C=CCCN1N=NN=C1C(NCC1CCC(C)(C)CO1)C1=C(F)C(OC)=CC=C1F,m_281630____20794682____21621086____28417812
CC(=O)NC1=CC=C(C(NCC2CCC(C)(C)CO2)C2=NN=NN2C2COC2)C=C1,m_281630____20794682____21623434____25335388
C=CCCCN1N=NN=C1C(NCC1CCC(C)(C)CO1)C1=C(F)C=C(F)C(Cl)=C1,m_281630____20794682____21625352____28417808
CCOC1=CC=CC(C(NCC2CCC(C)(C)CO2)C2=NN=NN2CC(C)(C)C)=C1,m_281630____20794682____21628156____28417820
COC1=CC=C(N2N=NN=C2C2(NCC3CCC(C)(C)CO3)CCC(CO)C2)C=C1,m_281630____20794682____27245898____20773004
CCCN1N=NN=C1C1(N[C@H]2C[C@H]3CCCC[C@H]32)CCN(CCC(=O)OCC)CC1,m_281630____20794694____21617920____20772830
C1=CC2=CN=CN2C(C(N[C@H]2C[C@H]3CCCC[C@H]32)C2=NN=NN2C2CCOCC2)=C1,m_281630____20794694____21619572____25335412
COC1=CC=C(C(N[C@H]2C[C@H]3CCCC[C@H]32)C2=NN=NN2CCSC)C=C1[N+](=O)[O-],m_281630____20794694____21622358____20772866
CC1=CC(C(N[C@H]2C[C@H]3CCCC[C@H]32)C2=NN=NN2C2COC2)=C2N=CC=CC2=C1,m_281630____20794694____21624210____25335388
C#CCN1C=CC=C1C(N[C@H]1C[C@H]2CCCC[C@H]21)C1=NN=NN1C1=CC=CC=C1C,m_281630____20794694____21626204____25335400
CC1=CC(F)=CN=C1C(N[C@H]1C[C@H]2CCCC[C@H]21)C1=NN=NN1CCOCC1CC1,m_281630____20794694____21628734____25335394
CC1=CC=CC(C)=C1N1N=NN=C1C(C)(N[C@H]1C[C@H]2CCCC[C@H]21)C1CS(=O)(=O)C1,m_281630____20794694____27245844____20773002
COCCC(NC(C1=NC=C(C)O1)C1=NN=NN1C1=CC=CC=C1)C1=CC=CN=C1,m_281630____20794696____21619472____20648558
CCN1CCC(NC(CCOC)C2=CC=CN=C2)(C2=NN=NN2CC(=O)OC)CC1,m_281630____20794696____21626832____28417840
C=CCN1N=NN=C1C(NC1CCCOC2=C1C=CC=C2OC)C1=NN(C)C(Cl)=C1,m_281630____20794698____21617690____20772824
COC(=O)CN1N=NN=C1C(C)(NC1CCCOC2=C1C=CC=C2OC)C1CCC1,m_281630____20794698____21628140____28417840
CCOC1(C(NC(C)(C)CNS(N)(=O)=O)C2=NN=NN2C2CC(F)(F)C2)CCCC1,m_281630____20794700____21620720____20772958
CC1=CC=C2SC=C(C(NC(C)(C)CNS(N)(=O)=O)C3=NN=NN3C3COC3)C2=C1,m_281630____20794700____21629490____25335388
CCCC(C)CCNC(C1=CN(C2CC2)N=C1)C1=NN=NN1C1CCC(F)(F)CC1,m_281630____20794702____21622598____20773092
CCCC(C)CCNC1(C2=NN=NN2C2=CC([N+](=O)[O-])=CC=C2)CC2(CC(C)C2)C1,m_281630____20794702____27246026____20773116
CC(C)(CNC(C)(C1=NN=NN1C1=CC([N+](=O)[O-])=CC=C1)[C@@H]1CCCO1)CC(F)F,m_281630____20794706____21618004____20773116
C=CCN1N=NN=C1C(NCC(C)(C)CC(F)F)C1=C(Cl)N(CC(F)(F)F)N=C1C,m_281630____20794706____21620918____20772824
CN1C(=O)OC2=CC(C(NCC(C)(C)CC(F)F)C3=NN=NN3C3(C)CC3)=CC=C21,m_281630____20794706____21623338____20772840
CC(C)(C)CN1N=NN=C1C1(NCC(C)(C)CC(F)F)CCOC2(CCOCC2)C1,m_281630____20794706____21625954____28417820
CCC(C)(C)N1N=NN=C1C(NCC(C)(C)CC(F)F)C1=CC=C2COCCC2=C1,m_281630____20794706____21629246____20772906
COC1=NC=NC(OC)=C1C(NCC1(C)CC1(C)C)C1=NN=NN1C1CCCCC1,m_281630____20794708____21617334____20648564
COC1=CC(Br)=CC(C(NCC2(C)CC2(C)C)C2=NN=NN2C2=CC=CC=C2C)=C1,m_281630____20794708____21619294____25335400
CC(C)(C)CN1N=NN=C1C1(NCC2(C)CC2(C)C)CCN(C2=CC=NC=N2)CC1,m_281630____20794708____21621842____28417820
CC1(CCN2N=NN=C2C(NCC2(C)CC2(C)C)C2=CC=C3OCCOC3=N2)CC1,m_281630____20794708____21624212____25335392
CC1(C)CC1(C)CNC(CCC1CCC(F)(F)CC1)C1=NN=NN1CC1=CC=CO1,m_281630____20794708____21626520____25335414
C=CCCN1N=NN=C1C(NCC1(C)CC1(C)C)C1=CC=C(C(=O)N(C)CC)C=C1,m_281630____20794708____21629244____28417812
COC1=CC=C(N2N=NN=C2C2(NCC3(C)CC3(C)C)CC(C)(C(C)C)C2)C(C)=C1,m_281630____20794708____27246124____20614578
COC1=CC(C(NC2CC3(COC(C)(C)C3)C2)C2=NN=NN2C(C)C)=CC(F)=C1F,m_281630____20794712____21619504____20772828
C=CCCN1N=NN=C1C(NC1CC2(COC(C)(C)C2)C1)C1=CN(C2CCC2)N=N1,m_281630____20794712____21622730____28417812
COC(=O)CN1N=NN=C1C1(NC2CC3(COC(C)(C)C3)C2)CCC2(CCO2)CC1,m_281630____20794712____21625080____28417840
COC1=CC=C(C(NC2CC3(COC(C)(C)C3)C2)C2=NN=NN2CC(C)(C)C)N=N1,m_281630____20794712____21627676____28417820
C=CCCN1N=NN=C1C(NC1CC2(COC(C)(C)C2)C1)C1=C(OC)C(OC)=CS1,m_281630____20794712____21629542____28417812
CCN1N=NN=C1C(CNC(=O)OC(C)(C)C)(COC)NCC1CCC2(CCC2)O1,m_281630____20794714____21617682____20648542
CN1C=NC(C(NCC2CCC3(CCC3)O2)C2=NN=NN2CC2=CC=C(F)C=C2)=C1,m_281630____20794714____21619194____20773080
C=CCCN1N=NN=C1C1(NCC2CCC3(CCC3)O2)CCC2(CCNC2=O)CC1,m_281630____20794714____21621312____28417812
CCOC1=CC=C(C(NCC2CCC3(CCC3)O2)C2=NN=NN2CC(C)(C)C)C=C1,m_281630____20794714____21623574____28417820
CN1N=CC(Cl)=C1C(NCC1CCC2(CCC2)O1)C1=NN=NN1C1=CC=C(F)C=C1,m_281630____20794714____21625722____20772974
CCN1N=NN=C1C(NCC1CCC2(CCC2)O1)C1=CC=C(OC)C2=CC=CC=C12,m_281630____20794714____21628440____20648542
N#CCCC1CCCC1(NCC1CCC2(CCC2)O1)C1=NN=NN1C1=CC=CC=C1,m_281630____20794714____27245882____20648558
CC(C)(C)CN1N=NN=C1C1(NCC[C@H]2C[C@@H]2C2CC2)CCN(C2=CC=CC=C2)C1,m_281630____20794718____21618688____28417820
CCC(C)(C)N1N=NN=C1C(NCC[C@H]1C[C@@H]1C1CC1)C1=CC=NC2=CC=CC=C12,m_281630____20794718____21622444____20772906
FC(F)CN1N=NN=C1C1(NCC[C@H]2C[C@@H]2C2CC2)CCN(CCC(F)(F)F)CC1,m_281630____20794718____21625462____20772852
CC1(N2N=NN=C2C(NCC[C@H]2C[C@@H]2C2CC2)C2=CC=C(N3C=CN=N3)C=C2)CC1,m_281630____20794718____21629172____20772840
C=CCN1N=NN=C1C(NC[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H]1C)C1=CN=C(C)S1,m_281630____20794720____21618526____20772824
CC(C)N1N=NN=C1C1(NCC[C@@H]2CN(C(=O)OC(C)(C)C)C[C@H]2C)CC(C#N)C1,m_281630____20794722____21619400____20772828
CCC1=CC(F)=CC(C(NC2CC(S(C)(=O)=O)C2)C2=NN=NN2C2=CC=CC=C2)=C1,m_281630____20794730____21617704____20648558
CCC(C)(C)N1N=NN=C1C(NC1CC(S(C)(=O)=O)C1)C1=NN(C)C2=C1COCC2,m_281630____20794730____21618510____20772906
CC1(CCN2N=NN=C2C(NC2CC(S(C)(=O)=O)C2)C(C)(C)N2CCOCC2)CC1,m_281630____20794730____21619250____25335392
COC1=CC=C(C)C(C(NC2CC(S(C)(=O)=O)C2)C2=NN=NN2C2CC(F)(F)C2)=N1,m_281630____20794730____21619802____20772958
C/C(=C\C1=CC(F)=CC(F)=C1)C(NC1CC(S(C)(=O)=O)C1)C1=NN=NN1CCCF,m_281630____20794730____21620826____25335380
CS(=O)(=O)C1CC(NC(C2=CN(C3CCCCC3)N=C2)C2=NN=NN2CCC#N)C1,m_281630____20794730____21621798____27246250
COC1(C(NC2CC(S(C)(=O)=O)C2)C2=NN=NN2C2CCC(F)(F)CC2)CCCC1,m_281630____20794730____21622664____20773092
CS(=O)(=O)C1CC(NC(C2=CSC(Cl)=N2)C2=NN=NN2C2=CC=C3CCCC3=C2)C1,m_281630____20794730____21623314____20773104
CC1=CC(F)=CC(C)=C1C(NC1CC(S(C)(=O)=O)C1)C1=NN=NN1C1CCCCC1,m_281630____20794730____21624104____20648564
CCN1N=NC=C1C(NC1CC(S(C)(=O)=O)C1)C1=NN=NN1C1=C(C)C=CC=C1C,m_281630____20794730____21624858____20773002
COC1=CC=CC=C1N1N=NN=C1C(NC1CC(S(C)(=O)=O)C1)C1=CC(Cl)=CN=C1,m_281630____20794730____21625408____20773010
COC1=CC=C2OC(C(NC3CC(S(C)(=O)=O)C3)C3=NN=NN3CCC#N)=CC2=C1,m_281630____20794730____21626594____27246250
COC1=CN=C(C(NC2CC(S(C)(=O)=O)C2)C2=NN=NN2C2=CC=C(F)C=C2)N=C1,m_281630____20794730____21627660____20772974
COC1=CC(C(NC2CC(S(C)(=O)=O)C2)C2=NN=NN2CCCC2CC2)=CC=C1C,m_281630____20794730____21628310____25335396
CS(=O)(=O)C1CC(NC(C2=CC=CC=C2C(F)F)C2=NN=NN2CCCC2CC2)C1,m_281630____20794730____21628802____25335396
COC1=CC=C(CN2N=NN=C2C(C)(CCC2CC2)NC2CC(S(C)(=O)=O)C2)C=C1,m_281630____20794730____21629318____20773114
COC(=O)C[C@@H]1C[C@H]2C[C@@H]1C(NC1CC(S(C)(=O)=O)C1)(C1=NN=NN1CCC#N)C2,m_281630____20794730____25333996____27246250
COCC1(C(NC(C)C2=CC=CC(SC(F)(F)F)=C2)C2=NN=NN2CCC#N)CC1,m_281630____20794732____21619384____27246250
CC(C)OC1=CC(Cl)=CC=C1CNC1(C2=NN=NN2CC2CCOC2)C[C@H]2C[C@H]2C1,m_281630____20794734____21617990____20772950
CC(C)OC1=CC(Cl)=CC=C1CNC(C1=CC=C(Br)C=C1)C1=NN=NN1CCC#N,m_281630____20794734____21623452____27246250
CC(C)OC1=CC(Cl)=CC=C1CNC(C1=C(Br)C=NC=C1F)C1=NN=NN1C(C)C,m_281630____20794734____21629610____20772828
CCC(C)(C)N1N=NN=C1C(NCC1(S(N)(=O)=O)CC1)C1=CC=NC(C(F)(F)F)=C1,m_281630____20794736____21619544____20772906
C=CCCN1N=NN=C1C(NCC1(S(N)(=O)=O)CC1)C1=CC2=CC=C(Cl)C=C2C=C1,m_281630____20794736____21623598____28417812
NS(=O)(=O)C1(CNC(C2=CC=C(C3=CC=CC=N3)S2)C2=NN=NN2C2CCC2)CC1,m_281630____20794736____21628252____20772836
CC1CC(NCC2=CC(=O)N(C3=CC=CC=C3)N2C)(C2=NN=NN2CCC#N)CO1,m_281630____20794738____21617964____27246250
CN1C(CNC2(C3=NN=NN3C3CC3)CCC(CO)C2)=CC(=O)N1C1=CC=CC=C1,m_281630____20794738____27245898____20772826
CNC(=O)C1=CC=C(CCNC2(C3=NN=NN3C3COC3)CCCC(SC)C2)C=C1,m_281630____20794740____21620360____25335388
CNC(=O)C1=CC=C(CCNC2(C3=NN=NN3CC(=O)OC)CCC(C#N)C2)C=C1,m_281630____20794740____21624570____28417840
CCCN1N=NN=C1C(NCCC1=CC=C(C(=O)NC)C=C1)[C@]12COC[C@H]1C2(F)F,m_281630____20794740____25333942____20772830
C=C/C=C/CCNC1(C2=NN=NN2CC2=CC=CS2)CN(C(=O)OC(C)(C)C)[C@@H]1C,m_281630____20794746____21617660____25335384
C=C/C=C/CCNC(C1=CC2=CC=C(Cl)C=C2N(C)C1=O)C1=NN=NN1CC(C)C,m_281630____20794746____21620118____27246246
C=C/C=C/CCNC1(C2=NN=NN2C2CCOC2)C[C@@H](C)N(C(=O)OC(C)(C)C)C1,m_281630____20794746____21622930____20772870
C=C/C=C/CCNC(C1=C(F)C=NC=C1N(C)C)C1=NN=NN1C1=CC=C(F)C=C1,m_281630____20794746____21625650____20772974
C=C/C=C/CCNC(C1=CC=C(N2CCN(C)CC2)C=C1)C1=NN=NN1C1CCC1,m_281630____20794746____21628338____20772836
C=C/C=C/CCNC1(C2=NN=NN2C2=CC=C3OCOC3=C2)CCOC(C)(CC)C1,m_281630____20794746____27245880____20773110
CC(C)N1N=NN=C1C1(NCCC2=NN=C3C(=O)N(C)CCN23)CCC(C)(C#N)C1,m_281630____20794750____21622992____20772828
COC(=O)CN1N=NN=C1C1(NCCOC2CC2)CCCC(C2=CC=CC=C2)CC1,m_281630____20794752____21617676____28417840
C1=CC=C(N2N=NN=C2C(NCCOC2CC2)C2=CC=C(C3CCCC3)C=C2)C=C1,m_281630____20794752____21619822____20648558
CCC1=CC=CC=C1N1N=NN=C1C(NCCOC1CC1)C1=C(C(F)(F)F)OC=N1,m_281630____20794752____21623070____20772996
FC1=CC=C(N2N=NN=C2C(NCCOC2CC2)C2=CN=C(C3=CSC=C3)S2)C=C1,m_281630____20794752____21626440____20772974
N#CCCN1N=NN=C1C1(NCCOC2CC2)CCCCC1SC1=CC=C(F)C=C1,m_281630____20794752____21629100____27246250
COC(=O)C1=NC=C(C(NCCOC2CC2)C2=NN=NN2C2=C(C)C=CC=C2C)O1,m_281630____20794752____27246222____20773002
CCCN1C=C(CNC2(C3=NN=NN3CC(C)(C)C)CCOC(C(F)(F)F)C2)N=N1,m_281630____20794754____21619636____28417820
C=C(C)CN1N=NN=C1C(NCC1=CN(CCC)N=N1)C1=CC=C(C(F)(F)F)C=N1,m_281630____20794754____21623240____20614582
CCCN1C=C(CNC(C2=CC=C(CC)C=C2)C2=NN=NN2C2=CC=CC=C2)N=N1,m_281630____20794754____21626840____20648558
CCCN1C=C(CNC2(C3=NN=NN3CC(C)(C)C)CC3(CC(C)(C#N)C3)C2)N=N1,m_281630____20794754____25333950____28417820
COC1=CC=C(C2CC2)C=C1CNC(C1=CN=C(C)N=C1)C1=NN=NN1CCC#N,m_281630____20794764____21618626____27246250
C=C(C)CN1N=NN=C1C(NCC1=CC(C2CC2)=CC=C1OC)C1=C(CC)C=CS1,m_281630____20794764____21624422____20614582
CCN1N=NN=C1C(NCC1=CC(C2CC2)=CC=C1OC)C1=C(C(F)(F)F)OC=C1,m_281630____20794764____21629840____20648542
CO[C@H]1C[C@H](CNC(C2=CC(=O)N(C)C=C2)C2=NN=NN2C2CCC(F)(F)CC2)C1,m_281630____20794768____21617492____20773092
CO[C@H]1C[C@H](CNC(C)(C2=NN=NN2C2CCCCCC2)C2CC3CCC2CC3)C1,m_281630____20794768____21617982____20772980
CO[C@H]1C[C@H](CNC(C2=C3CSCCC3=NN2C)C2=NN=NN2C2CCOCC2)C1,m_281630____20794768____21618318____25335412
CO[C@H]1C[C@H](CNC2(C3=NN=NN3C3CCCC3)CCN(C3CCCCC3)CC2)C1,m_281630____20794768____21618736____20772868
CO[C@H]1C[C@H](CNC(C2=CN(C3=CC(C)=CC=C3)N=C2)C2=NN=NN2CC(F)F)C1,m_281630____20794768____21619216____20772852
COC(=O)C(C)N1N=NN=C1C(NC[C@H]1C[C@H](OC)C1)C1=CC=C2C=CN=CC2=C1,m_281630____20794768____21619518____20772956
CO[C@H]1C[C@H](CNC2(C3=NN=NN3C3CCCCC3)CCN(CC(C)(C)O)CC2)C1,m_281630____20794768____21619934____20648564
CO[C@H]1C[C@H](CNC2(C3=NN=NN3C3=CC=C(F)C=C3)CCCC2C2CCCC2)C1,m_281630____20794768____21620584____20772974
COC1=CC=C(N2N=NN=C2C(NC[C@H]2C[C@H](OC)C2)C2=C(Cl)C(OC)=NS2)C=C1,m_281630____20794768____21620936____20773004
CO[C@H]1C[C@H](CNC(C2=CC=C(Cl)C=C2N2C=NC=N2)C2=NN=NN2CC(C)C)C1,m_281630____20794768____21621472____27246246
CO[C@H]1C[C@H](CNC(C2=CNN=C2C2=CC=C(Cl)C=C2)C2=NN=NN2C2CCC2)C1,m_281630____20794768____21622248____20772836
CO[C@H]1C[C@H](CNC(C2=NN3CCCC3=C2)C2=NN=NN2C2CCC(F)(F)CC2)C1,m_281630____20794768____21622626____20773092
CO[C@H]1C[C@H](CNC2(C3=NN=NN3C3=C(C)C=CC=C3C)CCCC3(CCC3)C2)C1,m_281630____20794768____21623034____20773002
COC(=O)C1CC(N2N=NN=C2C(NC[C@H]2C[C@H](OC)C2)C2=CC=C(F)C=C2F)C1,m_281630____20794768____21623504____20773082
COC1=CC=C(N2N=NN=C2C(NC[C@H]2C[C@H](OC)C2)C2=CC=C(C)C(C)=C2)C=C1,m_281630____20794768____21623858____20773004
CCC1=CNC(C(NC[C@H]2C[C@H](OC)C2)C2=NN=NN2C2=CC([N+](=O)[O-])=CC=C2)=N1,m_281630____20794768____21624240____20773116
COC1=CC=CC(N2N=NN=C2C2(NC[C@H]3C[C@H](OC)C3)CCN(C(C)(C)C)C2)=C1,m_281630____20794768____21624706____20773074
CO[C@H]1C[C@H](CNC(C2=CC(C)=CC(Br)=C2)C2=NN=NN2C2CCC(F)(F)CC2)C1,m_281630____20794768____21625256____20773092
C=CCCCN1N=NN=C1C1(NC[C@H]2C[C@H](OC)C2)CCN(C2=NC=CC=N2)CC1,m_281630____20794768____21625708____28417808
C#CCN1C=CC=C1C(NC[C@H]1C[C@H](OC)C1)C1=NN=NN1CSC1=CC=CC=C1,m_281630____20794768____21626204____25335408
CO[C@H]1C[C@H](CNC(C2=C(C)OC3=CC=CC=C23)C2=NN=NN2CC2CCOC2)C1,m_281630____20794768____21626642____20772950
C=CCN1N=NN=C1C(NC[C@H]1C[C@H](OC)C1)C1=CC=CC=C1OC1CCCCC1,m_281630____20794768____21627374____20772824
COC1=CC=CC=C1N1N=NN=C1C1(NC[C@H]2C[C@H](OC)C2)CCN(C(N)=O)CC1,m_281630____20794768____21627960____20773010
CO[C@H]1C[C@H](CNC(C2=CC=C3OC=CC3=C2)C2=NN=NN2CC2=CC=CC=C2)C1,m_281630____20794768____21628248____20772962
CO[C@H]1C[C@H](CNC(C2=C(C)ON=C2C)C2=NN=NN2C2=CC=C3OCOC3=C2)C1,m_281630____20794768____21628636____20773110
COC1=C(C)C(C)=C(OC)C(C(NC[C@H]2C[C@H](OC)C2)C2=NN=NN2C2CC2)=C1C,m_281630____20794768____21628992____20772826
CO[C@H]1C[C@H](CNC(C2=CC=CN2C(F)F)C2=NN=NN2C2CCC(F)(F)CC2)C1,m_281630____20794768____21629420____20773092
CO[C@H]1C[C@H](CNC(C2=NN=NN2CC2CC2)C2(CNC(=O)OC(C)(C)C)CC2)C1,m_281630____20794768____21629958____20772842
CO[C@H]1C[C@H](CNC2(C3=NN=NN3C3CCC(F)(F)CC3)CC3CCCC2N3C)C1,m_281630____20794768____27246018____20773092
COC1=CC=CC=C1CN1N=NN=C1C1(NCCC2(C(F)(F)F)CC2)CC2(CC2)C1,m_281630____20794770____21618826____20773112
CC1=CC=CC(C)=C1N1N=NN=C1C(C)(CSCCF)NCCC1(C(F)(F)F)CC1,m_281630____20794770____21621458____20773002
C=CCCN1N=NN=C1C(NCCC1(C(F)(F)F)CC1)C1=CC=C(C(C)(C)C)N=C1,m_281630____20794770____21623608____28417812
COCC(NCCC1(C(F)(F)F)CC1)(C1=NN=NN1CC1=CC=C(F)C=C1)C1CC1,m_281630____20794770____21625904____20773080
COC(=O)CN1N=NN=C1C(NCCC1(C(F)(F)F)CC1)C1=CC=NC(Cl)=C1OC,m_281630____20794770____21628724____28417840
FC(F)(F)C1(CCNC2(C3=NN=NN3CCN3CCOCC3)CC(C3CC3)C2)CC1,m_281630____20794770____27246090____20773084
COC1=CC=CC=C1N1N=NN=C1C1(NC2CC(C)SC(C)C2)CC2(CC(C)C2)C1,m_281630____20794780____27246026____20773010
CC1=CC(C)=C(N2N=NN=C2C2(NC3CCSC(C)(C)C3)CCCSCC2)C(C)=C1,m_281630____20794782____21618962____20773108
CC1(C)CC(NC2(C3=NN=NN3C3(C)CC3)CCC(N3N=NNC3=O)CC2)CCS1,m_281630____20794782____21621670____20772840
COC1=CN=CC(C(NC2CCSC(C)(C)C2)C2=NN=NN2CC2=CC=CS2)=C1C,m_281630____20794782____21624208____25335384
CN1N=NN=C1C(NC1CCSC(C)(C)C1)C1=CC=C(OC(F)F)C(OC(F)F)=C1,m_281630____20794782____21626940____20614580
CCOC(=O)NC1CCC(NC2CCSC(C)(C)C2)(C2=NN=NN2CC2CC2)CC1,m_281630____20794782____21629084____20772842
CC1N(C(=O)OC(C)(C)C)CC1(NC1CCSC(C)(C)C1)C1=NN=NN1C1COC1,m_281630____20794782____27246214____25335388
CCCN1C=C(C(NC2(C3=CC=C(Cl)N=C3)CC2)C2=NN=NN2C2(C)CC2)C(C)=N1,m_281630____20794786____21619164____20772840
CC1=CC=C(Br)C(C(NC2(C3=CC=C(Cl)N=C3)CC2)C2=NN=NN2CC(C)(C)C)=N1,m_281630____20794786____21621754____28417820
CC1=CC(Cl)=C(C(NC2(C3=CC=C(Cl)N=C3)CC2)C2=NN=NN2C2COC2)C(Cl)=C1,m_281630____20794786____21623654____25335388
CN(C)CC1CCCC1(NC1(C2=CC=C(Cl)N=C2)CC1)C1=NN=NN1CC(C)(C)C,m_281630____20794786____21625710____28417820
CC1=NC(C(NC2(C3=CC=C(Cl)N=C3)CC2)C2=NN=NN2C2CCCCCC2)=CN1,m_281630____20794786____21628276____20772980
N#CCCC1CCCC1(NC1(C2=CC=C(Cl)N=C2)CC1)C1=NN=NN1C1CCOC1,m_281630____20794786____27245882____20772870
COC1=CC=CC=C1CN1N=NN=C1C(C)(NC1CC2(CC(O)C2)C1)[C@@H]1CCCO1,m_281630____20794794____21618004____20773112
OC1CC2(C1)CC(NC(C1=CC=C3C=CC=C(F)C3=N1)C1=NN=NN1CCCF)C2,m_281630____20794794____21619306____25335380
CC1=C(C)C(C(NC2CC3(CC(O)C3)C2)C2=NN=NN2C2=CC=CC(Cl)=C2C)=CS1,m_281630____20794794____21620802____20773096
CCC1(C(NC2CC3(CC(O)C3)C2)C2=NN=NN2CSC2=CC=CC=C2)CCCC1,m_281630____20794794____21622790____25335408
CC1=COC(C(NC2CC3(CC(O)C3)C2)C2=NN=NN2C2=CC=C3CCCC3=C2)=C1,m_281630____20794794____21624030____20773104
C=C(C)CN1N=NN=C1C(NC1CC2(CC(O)C2)C1)C1=CC=C(OC(F)F)C(Br)=C1,m_281630____20794794____21625562____20614582
CSCCN1N=NN=C1C(NC1CC2(CC(O)C2)C1)C1=CSC(C2=CC=CC=C2)=N1,m_281630____20794794____21627800____20772866
C=CCCCN1N=NN=C1C(NC1CC2(CC(O)C2)C1)C1=CC(C(=O)OC)=CN1C,m_281630____20794794____21629168____28417808
C#CC1(C)CCC(NC2CC3(CC(O)C3)C2)(C2=NN=NN2CC2=CC=CC=C2)CC1,m_281630____20794794____27245992____20772962
COC1=CC=CC(N2N=NN=C2C(N[C@H]2COC[C@H]2F)C2=CN(C3CCC3)N=C2)=C1,m_281630____20794796____21618514____20773074
F[C@H]1COC[C@H]1NC(C1=C2OCOC2=CC=C1Cl)C1=NN=NN1CC1=CC=CC=C1,m_281630____20794796____21620762____20772962
CCCCCC1=CC=C(C(N[C@H]2COC[C@H]2F)C2=NN=NN2C2=CC=C(F)C=C2)O1,m_281630____20794796____21622806____20772974
CC1=CC=CC(C)=C1N1N=NN=C1C(N[C@H]1COC[C@H]1F)C1=NOC(C2(C)CC2)=C1,m_281630____20794796____21625582____20773002
COC(=O)CN1N=NN=C1C(N[C@H]1COC[C@H]1F)C1=CC=CC(C2=CC=CC=N2)=C1,m_281630____20794796____21628324____28417840
CC(C)CN1N=NN=C1C(N[C@H]1COC[C@H]1F)C1=CC=C(C(F)F)C(C(F)(F)F)=C1,m_281630____20794796____25334098____27246246
COC(=O)CN1N=NN=C1C1(NCC(F)C2CCC2)CC(C#N)(C2=CC=CC=C2)C1,m_281630____20794800____21618134____28417840
COC1=CC=CC(CN2N=NN=C2C(C)(NCC(F)C2CCC2)[C@H]2[C@@H]3COC[C@@H]32)=C1,m_281630____20794800____21620286____25335402
CC(C)CN1N=NN=C1C1(NCC(F)C2CCC2)C[C@@H](C)N(C(=O)OC(C)(C)C)C1,m_281630____20794800____21622930____27246246
COC(=O)CN1N=NN=C1C1(NCC(F)C2CCC2)CCN(CC(C)(C)OC)CC1,m_281630____20794800____21625020____28417840
C=CCCN1N=NN=C1C(NCC(F)C1CCC1)C1=C(C2=CC=CC=C2)ON=C1C,m_281630____20794800____21628342____28417812
CC(NCC(F)C1CCC1)(C1=NN=NN1CC1=CC=C2C=CC=CC2=C1)C1CCO1,m_281630____20794800____27245842____20773170
CCCN1N=NN=C1C(NCC(C)(C)CCC)C1=CN=C(N2CCN(C)CC2)N=C1,m_281630____20794802____21618346____20772830
CCCC(C)(C)CNC(C1=CC(C2=NN=C(C)O2)=CC=C1)C1=NN=NN1C(C)(C)C,m_281630____20794802____21621518____20772848
CCCC(C)(C)CNC(C1=CC(C(F)(F)F)=NC=C1F)C1=NN=NN1CC(C)(C)C,m_281630____20794802____21624700____28417820
CCCC(C)(C)CNC(C1=CC(C(F)(F)F)=CC=C1Cl)C1=NN=NN1CC(=O)OC,m_281630____20794802____21628086____28417840
CCCC(C)(C)CNC1(C2=NN=NN2CC2CCOCC2)CCC2(CC1)CC2C#N,m_281630____20794802____27246188____20772982
CC(C)N1N=NN=C1C1(NCC(C)(C)CC2CCOCC2)CCCC1C1CCCC1,m_281630____20794804____21620584____20772828
CC(C)(C)CN1N=NN=C1C1(NCC(C)(C)CC2CCOCC2)CCCCCC1F,m_281630____20794804____21623622____28417820
CC1=NN(C)C(Cl)=C1C(NCC(C)(C)CC1CCOCC1)C1=NN=NN1CC(C)C,m_281630____20794804____21627822____27246246
COC1CC(C)CCC1(NCC(C)(C)CC1CCOCC1)C1=NN=NN1CCC#N,m_281630____20794804____27246106____27246250
CC(C)(C)CN1N=NN=C1C1(NCC2(C)CCCC2(F)F)CCN(CC2CC2)CC1,m_281630____20794806____21618750____28417820
C=CCCCN1N=NN=C1C(NCC1(C)CCCC1(F)F)C1=CN(C2CC2)N=C1C,m_281630____20794806____21621304____28417808
